City,Temperature_C,Population_Density,Green_Cover_%,Industrial_Activity_Level,Vehicular_Emissions_Index,Humidity_%,Land_Surface_Temperature_C,Nighttime_Temperature_C,UHI_Effect_Severity
Pune,32.33,23510,36.3,High,123.07,60.98,35.91,28.67,Low
Mumbai,41.1,26196,7.46,Medium,61.42,70.7,49.02,39.85,High
Pune,30.62,13063,39.31,Medium,245.35,40.41,32.95,27.89,Low
Chennai,43.56,25245,26.57,Low,59.82,75.97,47.71,39.68,High
Chennai,26.26,27287,11.42,Medium,127.08,67.94,30.05,23.02,Low
Chennai,37.17,23975,28.77,Medium,193.32,64.24,41.49,34.7,Medium
Pune,37.38,14665,31.72,High,152.39,61.17,44.88,35.65,Medium
Chennai,31.02,24706,20.03,Low,120.57,65.97,35.23,29.19,Low
Pune,37.12,11437,35.16,Medium,118.8,48.09,44.62,33.91,Medium
Chennai,41.4,15375,10.28,Medium,249.45,45.44,45.94,38.06,High
Bangalore,23.92,7861,14.76,Low,293.49,54.48,31.04,21.33,Low
Chennai,37.51,17842,8.27,Medium,137.01,75.48,42.64,36.15,Medium
Pune,22.53,23039,12.38,High,59.79,69.41,26.4,18.73,Low
Delhi,30.17,23139,13.36,Medium,59.14,64.01,34.87,26.64,Low
Chennai,43.15,29621,37.12,High,239.8,68.58,47.69,41.72,High
Delhi,32.09,11227,7.73,Low,188.09,67.96,35.65,30.92,Low
Bangalore,29.13,26022,19.96,Medium,245.9,55.35,32.87,26.52,Low
Mumbai,34.01,16424,23.63,Medium,224.37,44.87,37.13,32.16,Medium
Bangalore,45.34,14643,36.45,Medium,276.88,84.84,49.36,43.49,High
Chennai,25.84,15310,39.92,High,271.46,70.0,31.59,24.58,Low
Delhi,29.74,23951,31.37,Low,247.08,74.89,34.06,25.88,Low
Delhi,42.49,20233,38.98,High,168.8,63.2,48.76,39.0,High
Pune,44.29,18200,32.55,Medium,127.03,77.82,52.21,42.95,High
Delhi,34.48,24507,38.71,Low,176.76,69.22,38.75,30.85,Medium
Pune,28.8,26548,29.75,High,175.52,42.69,33.58,25.76,Low
Mumbai,45.48,15532,7.79,Medium,202.57,84.5,48.46,43.5,High
Chennai,42.97,28465,19.07,High,96.52,55.28,47.33,39.36,High
Pune,38.39,26291,27.63,Medium,213.9,46.89,44.76,35.6,High
Mumbai,30.94,14680,17.28,High,164.15,44.4,34.24,27.39,Low
Delhi,34.75,26346,14.57,Medium,205.05,76.02,37.85,32.35,Medium
Delhi,34.2,15619,25.21,Low,109.9,75.2,38.46,31.7,Medium
Mumbai,36.65,12150,37.67,Medium,158.6,75.01,43.57,34.78,Medium
Delhi,42.26,6766,6.22,Low,102.55,85.79,48.0,40.09,High
Mumbai,39.4,8549,31.92,Medium,268.83,57.45,47.14,36.69,High
Pune,29.61,23693,30.3,Low,171.99,68.06,37.04,25.77,Low
Pune,41.88,14634,38.74,Low,106.25,70.97,44.79,39.08,High
Mumbai,36.57,6976,37.57,Low,60.3,88.97,38.82,35.12,Medium
Pune,38.44,20560,31.68,Medium,218.93,55.62,42.83,37.41,High
Pune,42.33,17165,23.21,Medium,103.66,87.82,47.47,38.78,High
Pune,29.44,28564,12.15,Medium,297.4,47.44,34.54,27.35,Low
Bangalore,34.82,7490,24.08,Low,183.43,78.2,37.63,32.88,Medium
Chennai,32.34,16995,31.79,Medium,122.24,71.64,35.09,28.94,Low
Delhi,27.16,25765,36.35,Medium,214.42,80.84,29.44,23.32,Low
Bangalore,36.73,17019,32.64,Medium,118.8,41.43,43.84,33.49,Medium
Pune,47.56,27371,11.83,High,255.07,43.91,55.24,46.04,High
Mumbai,25.8,12425,25.99,Medium,127.06,43.48,28.49,23.63,Low
Pune,34.84,17857,16.63,Medium,297.06,69.65,38.12,31.56,Medium
Chennai,38.2,25003,5.32,Low,201.29,70.15,40.74,34.48,High
Pune,35.62,27444,12.01,Low,261.1,85.31,42.88,31.62,Medium
Mumbai,34.43,13689,8.96,High,68.2,63.38,42.19,31.9,Medium
Chennai,28.5,8976,34.5,High,137.07,43.4,32.07,25.04,Low
Pune,36.16,19205,14.05,Low,234.37,50.48,39.99,35.02,Medium
Chennai,31.22,5704,14.96,Medium,213.76,40.4,35.39,29.36,Low
Delhi,24.05,10452,38.6,Medium,98.56,78.84,29.07,21.94,Low
Delhi,40.97,17849,18.27,Medium,139.05,80.78,47.07,37.05,High
Pune,39.79,11094,5.34,High,115.86,89.9,44.82,38.78,High
Chennai,35.26,8681,14.93,Low,203.34,60.61,42.96,33.33,Medium
Mumbai,36.15,25522,9.18,Medium,136.14,40.96,38.74,32.35,Medium
Pune,40.37,23300,8.6,Low,127.26,51.74,47.16,38.45,High
Delhi,36.12,14566,7.71,Medium,101.84,69.39,40.13,34.45,Medium
Delhi,39.52,12501,25.76,Low,152.26,88.1,43.79,36.33,High
Pune,33.51,6845,11.63,High,98.88,45.18,39.77,30.28,Medium
Chennai,41.56,26038,17.64,Medium,290.64,46.08,49.14,39.14,High
Delhi,36.6,11413,35.17,High,88.63,75.09,42.9,32.76,Medium
Chennai,35.97,29495,19.85,Low,278.33,73.36,42.63,34.36,Medium
Delhi,28.65,12990,37.05,Low,157.12,52.53,35.15,24.91,Low
Delhi,36.43,14628,22.43,Low,144.47,80.66,40.36,33.17,Medium
Bangalore,30.84,18230,18.96,Medium,107.83,46.44,37.38,28.74,Low
Delhi,31.81,24474,31.26,High,208.94,86.29,38.52,28.39,Low
Mumbai,30.92,22754,7.56,Medium,221.38,50.05,36.12,29.52,Low
Pune,29.67,23312,8.13,Low,166.89,44.07,34.89,28.28,Low
Pune,45.62,6636,27.82,Low,63.93,56.98,52.18,41.83,High
Chennai,41.66,27564,22.04,Low,279.63,49.39,48.56,40.37,High
Delhi,44.6,29667,32.66,Medium,295.08,66.35,48.63,43.59,High
Mumbai,28.89,23227,37.07,Medium,157.76,74.34,35.69,26.72,Low
Chennai,35.36,29760,18.59,Medium,203.42,64.55,42.24,34.04,Medium
Bangalore,28.53,19707,25.87,Medium,162.57,73.03,31.94,24.94,Low
Chennai,31.52,22215,22.52,Low,130.47,58.25,37.82,27.75,Low
Chennai,30.41,10538,39.36,Low,69.33,41.4,33.53,27.96,Low
Delhi,41.2,26699,34.09,Medium,164.02,88.7,43.76,38.92,High
Bangalore,33.02,15317,36.91,Medium,254.6,80.97,38.47,30.4,Medium
Chennai,40.34,17454,13.9,Medium,54.26,43.67,47.79,38.66,High
Mumbai,38.02,20449,32.04,Low,195.53,62.46,40.23,36.13,High
Mumbai,46.52,13455,14.29,Low,270.19,71.75,53.48,45.22,High
Pune,27.6,26711,12.31,Low,104.39,49.53,32.64,25.26,Low
Bangalore,41.3,20059,38.05,Low,95.81,68.9,48.46,38.46,High
Bangalore,40.73,20630,5.68,Low,243.07,66.68,47.79,36.94,High
Pune,30.13,6286,38.79,Medium,113.77,50.41,37.38,26.92,Low
Chennai,40.04,6529,10.22,Low,98.0,47.06,46.65,36.87,High
Bangalore,36.68,15000,33.68,Low,144.5,77.95,43.74,34.76,Medium
Mumbai,33.86,11655,14.66,High,148.13,56.13,36.92,30.2,Medium
Mumbai,30.88,6877,17.27,Medium,268.53,52.2,34.7,27.04,Low
Delhi,31.4,14941,12.59,High,204.61,76.89,34.86,27.61,Low
Bangalore,45.25,26815,25.49,Medium,151.49,76.8,51.7,44.13,High
Chennai,35.0,23862,17.18,Medium,183.6,53.82,37.93,32.19,Medium
Pune,38.91,18055,28.01,Low,288.49,83.63,42.0,35.98,High
Pune,31.05,21484,5.55,Medium,78.3,74.41,38.32,29.16,Low
Chennai,31.1,8087,7.25,Low,101.93,57.29,37.34,27.12,Low
Delhi,40.41,10828,8.49,Low,290.63,61.37,47.66,38.54,High
Pune,28.25,28809,19.66,High,289.33,76.34,31.09,26.6,Low
Bangalore,32.92,23675,33.52,Medium,94.29,50.58,37.32,30.47,Low
Delhi,35.17,26851,36.09,High,86.28,63.44,38.87,33.2,Medium
Bangalore,35.56,29680,13.57,Medium,155.27,72.68,37.61,31.78,Medium
Mumbai,34.1,22077,25.1,Medium,62.43,66.97,37.81,31.78,Medium
Delhi,36.98,27170,31.89,Medium,213.73,70.42,41.26,34.75,Medium
Pune,38.46,10406,15.11,Medium,69.37,67.31,41.02,35.59,High
Delhi,38.67,16432,19.32,Medium,64.51,49.96,44.07,37.43,High
Delhi,30.07,8491,23.34,High,171.3,60.51,34.37,26.8,Low
Delhi,33.58,18358,9.72,Low,289.45,66.6,35.86,30.27,Medium
Delhi,40.97,18354,5.91,Medium,156.7,79.0,47.2,38.55,High
Bangalore,39.47,8392,10.35,Medium,139.12,72.7,45.85,35.61,High
Mumbai,28.14,7268,26.94,Low,299.49,61.33,35.14,25.4,Low
Chennai,36.76,10632,7.58,Medium,182.99,88.72,41.67,33.67,Medium
Delhi,25.11,8783,11.64,Medium,143.81,45.39,32.92,21.34,Low
Pune,35.23,19479,16.82,Low,146.47,50.34,42.72,32.24,Medium
Delhi,44.49,20387,7.73,Low,98.74,57.07,49.8,42.19,High
Pune,30.26,27357,11.71,Medium,178.06,51.43,34.93,29.19,Low
Bangalore,30.83,10969,36.89,Medium,159.71,71.27,32.85,27.64,Low
Pune,38.82,13981,5.68,Medium,117.7,41.98,45.09,34.93,High
Chennai,27.29,26032,27.87,Low,90.14,48.87,32.68,24.88,Low
Mumbai,31.84,26323,18.45,Low,127.81,54.67,39.46,29.82,Low
Pune,37.98,13850,28.54,High,177.17,74.17,43.55,35.42,Medium
Pune,31.83,29408,25.6,High,64.58,83.79,39.79,28.64,Low
Mumbai,33.82,29241,12.82,Medium,88.44,79.92,40.94,32.82,Medium
Chennai,38.72,20172,34.65,High,286.91,49.1,46.44,35.06,High
Delhi,37.11,22402,22.22,Medium,185.71,68.27,41.07,33.45,Medium
Pune,36.33,23337,33.79,Low,65.86,41.5,39.23,33.71,Medium
Mumbai,33.3,8657,19.21,Low,223.27,55.53,40.09,31.94,Medium
Bangalore,36.85,26230,39.46,High,65.45,80.3,43.57,33.83,Medium
Mumbai,34.38,23680,31.97,Medium,234.72,62.83,37.65,32.97,Medium
Bangalore,37.29,22158,38.81,High,237.49,47.5,43.88,34.77,Medium
Chennai,32.52,24195,23.0,High,212.77,61.93,38.01,31.23,Low
Delhi,34.09,14572,21.58,Medium,233.05,49.9,36.74,31.32,Medium
Mumbai,30.05,8182,31.44,Low,71.99,59.66,35.06,28.1,Low
Pune,34.82,17979,35.81,Low,231.7,64.39,42.41,31.33,Medium
Chennai,30.94,12867,38.75,Low,84.17,57.48,35.98,27.55,Low
Mumbai,29.43,20155,16.36,Low,134.88,86.85,36.16,25.43,Low
Pune,36.29,18006,32.95,Medium,285.69,68.13,38.47,34.52,Medium
Mumbai,36.06,9329,12.37,Low,175.72,82.14,42.43,34.88,Medium
Bangalore,38.91,27551,24.1,Low,291.86,78.04,46.6,36.59,High
Mumbai,32.84,8097,11.29,Medium,72.23,73.06,37.84,31.59,Low
Mumbai,37.04,6404,17.16,Medium,169.39,64.84,41.07,35.5,Medium
Mumbai,37.75,10101,37.6,Medium,65.6,40.11,43.63,34.96,Medium
Chennai,37.22,6369,10.11,Medium,207.55,70.67,44.72,34.45,Medium
Mumbai,30.87,26881,27.13,Medium,69.68,57.8,33.93,29.74,Low
Pune,35.75,11665,25.75,High,93.84,45.89,40.17,33.42,Medium
Bangalore,36.82,23448,9.23,Low,114.71,62.23,39.76,34.23,Medium
Bangalore,35.04,7765,16.41,Low,237.19,76.78,40.02,33.23,Medium
Mumbai,24.57,24201,24.7,High,90.99,88.08,29.81,20.95,Low
Chennai,35.8,29175,11.55,Medium,261.66,58.71,43.47,34.32,Medium
Chennai,46.06,5716,33.02,Medium,82.98,67.14,50.54,44.3,High
Pune,33.2,18850,39.03,Low,58.81,82.56,38.6,31.73,Medium
Mumbai,31.36,25424,12.52,High,148.76,56.7,38.67,30.01,Low
Bangalore,36.87,6711,11.54,High,294.86,47.11,40.8,33.23,Medium
Chennai,36.56,26751,20.92,Medium,77.59,54.09,42.61,34.73,Medium
Mumbai,40.96,11261,31.17,Low,75.43,84.96,47.51,37.8,High
Chennai,28.71,21392,14.86,High,237.79,47.97,32.69,26.43,Low
Chennai,38.66,25502,5.7,Medium,128.04,56.46,41.64,35.75,High
Bangalore,37.95,11086,23.94,Medium,229.32,63.23,42.97,34.17,Medium
Delhi,34.29,27767,38.48,Low,100.0,82.36,38.43,30.76,Medium
Pune,36.69,19362,18.69,Medium,165.02,86.89,40.29,35.49,Medium
Pune,40.15,16223,19.7,Low,116.32,61.29,47.99,36.61,High
Bangalore,39.36,21220,38.91,Low,162.88,86.6,44.37,37.01,High
Chennai,29.28,18392,29.31,Medium,242.27,48.07,36.42,27.23,Low
Mumbai,39.1,25051,30.17,Low,240.5,47.84,42.27,36.08,High
Chennai,34.68,7246,24.69,Medium,178.94,87.46,42.31,30.83,Medium
Bangalore,35.36,25010,39.11,Medium,282.09,65.48,42.13,34.08,Medium
Pune,35.37,7822,29.11,Low,115.95,49.3,42.22,32.06,Medium
Chennai,34.25,29667,36.33,Medium,110.08,64.4,38.59,32.64,Medium
Pune,40.96,22234,29.48,High,203.45,79.16,45.87,38.82,High
Mumbai,34.58,22491,30.73,Low,205.32,81.35,40.14,30.96,Medium
Pune,29.4,21683,15.16,Medium,61.64,83.2,36.14,26.76,Low
Pune,33.03,29486,15.62,Medium,201.94,68.48,40.13,31.83,Medium
Delhi,35.89,14669,32.4,Medium,143.61,83.35,38.36,33.37,Medium
Delhi,41.15,26784,15.38,Low,236.86,65.5,48.57,37.78,High
Delhi,38.02,6082,24.7,Medium,252.03,70.35,45.64,35.43,High
Pune,30.75,16148,13.73,Low,188.04,77.94,36.3,29.25,Low
Bangalore,47.43,13167,33.59,High,50.43,61.27,50.55,45.09,High
Pune,36.32,14557,8.87,Medium,209.09,43.68,43.23,32.55,Medium
Bangalore,41.38,24184,34.03,Medium,237.22,57.51,46.67,38.4,High
Bangalore,34.24,16728,26.1,Medium,112.25,71.2,41.14,31.05,Medium
Delhi,37.67,8951,11.54,Medium,166.16,49.62,44.56,34.31,Medium
Chennai,39.2,19677,23.97,Medium,291.43,47.42,41.72,37.93,High
Mumbai,41.09,20969,14.89,Medium,124.53,54.65,46.73,38.35,High
Delhi,40.29,13967,16.32,Medium,105.79,41.61,45.19,38.16,High
Delhi,39.36,11768,17.3,Low,102.71,77.17,47.04,37.94,High
Chennai,33.42,22836,7.22,Low,189.7,52.94,37.2,31.82,Medium
Mumbai,32.14,23065,39.51,Medium,287.45,46.21,35.38,28.8,Low
Pune,36.66,19039,6.1,High,202.17,74.96,44.05,35.18,Medium
Pune,39.67,7303,28.19,Low,125.83,82.15,42.56,37.73,High
Delhi,33.89,20163,17.99,Low,209.64,40.99,40.01,32.03,Medium
Mumbai,40.33,12157,27.61,Low,206.21,51.68,44.13,39.18,High
Delhi,42.26,23235,17.47,High,199.23,87.26,47.67,39.88,High
Bangalore,30.42,23281,28.58,High,89.86,59.26,36.12,27.12,Low
Delhi,30.82,21129,30.52,Medium,208.64,86.93,35.32,29.75,Low
Delhi,34.3,27209,29.17,High,157.54,53.71,42.15,32.96,Medium
Pune,36.54,14519,8.99,Medium,54.65,50.9,39.33,33.38,Medium
Pune,32.38,5244,27.99,High,184.94,50.71,36.73,29.6,Low
Pune,41.76,13948,14.8,Low,297.32,44.26,46.34,38.62,High
Bangalore,37.12,14015,6.01,Low,137.43,84.82,42.91,35.43,Medium
Pune,35.2,16019,19.52,Medium,291.39,88.99,39.64,31.79,Medium
Mumbai,27.82,25191,20.17,Medium,74.05,87.73,30.4,25.38,Low
Chennai,28.42,7779,21.35,Medium,233.11,82.6,36.11,25.59,Low
Mumbai,36.41,23230,29.67,Medium,78.58,82.34,40.9,35.13,Medium
Mumbai,24.34,18723,15.81,Medium,118.39,73.05,28.39,22.72,Low
Pune,40.06,28405,16.03,Low,192.71,81.31,44.74,36.74,High
Chennai,34.21,17803,7.12,Low,198.19,50.42,37.51,32.54,Medium
Chennai,51.22,21857,29.04,High,243.8,59.4,53.82,49.94,High
Chennai,46.54,25515,24.87,High,203.83,72.04,49.43,43.75,High
Bangalore,34.09,18698,17.23,High,198.4,83.74,37.09,31.45,Medium
Pune,34.47,6792,29.68,Medium,278.09,73.02,37.65,31.64,Medium
Chennai,39.98,20376,23.81,Medium,163.04,81.95,44.5,37.12,High
Bangalore,43.52,23118,21.42,Medium,106.32,63.7,49.26,41.02,High
Delhi,26.81,18117,22.9,Low,90.45,75.87,32.58,24.33,Low
Delhi,26.07,12215,27.27,Low,150.0,89.0,28.07,22.3,Low
Bangalore,31.89,28613,28.1,Low,228.19,47.67,39.42,29.29,Low
Bangalore,37.91,10188,15.11,High,60.64,86.35,44.85,35.06,Medium
Pune,37.48,21018,9.93,Low,82.26,66.12,45.27,35.68,Medium
Pune,40.35,19701,10.48,High,76.53,72.16,44.51,36.74,High
Delhi,29.0,10281,27.38,Medium,196.31,83.89,34.99,27.93,Low
Chennai,23.42,27242,35.55,Medium,110.72,60.48,26.43,20.75,Low
Delhi,39.29,5944,19.33,Low,91.56,60.93,46.19,37.14,High
Chennai,30.86,6511,10.93,Low,198.19,66.36,33.83,28.05,Low
Chennai,24.91,25465,31.48,High,240.33,40.96,28.86,22.83,Low
Pune,35.73,17718,34.14,Low,133.04,64.83,40.67,32.57,Medium
Mumbai,38.97,27502,35.82,Low,194.55,54.55,44.53,37.9,High
Mumbai,34.39,22242,26.24,Low,74.53,86.4,39.75,32.17,Medium
Bangalore,32.71,24944,35.13,Low,283.8,44.39,35.32,29.22,Low
Pune,34.2,29805,5.54,Low,134.22,62.97,38.73,32.45,Medium
Chennai,33.15,13369,8.75,Medium,299.38,87.37,40.68,31.99,Medium
Mumbai,28.26,17120,8.24,Medium,294.65,85.05,35.49,25.77,Low
Chennai,31.43,18721,29.94,Medium,244.71,75.07,36.97,27.5,Low
Mumbai,37.61,7615,7.44,Low,55.02,69.47,43.04,36.41,Medium
Mumbai,36.61,22997,22.37,High,185.87,54.04,39.28,35.4,Medium
Mumbai,35.84,20629,21.54,Medium,71.71,58.35,39.04,33.05,Medium
Pune,30.02,7840,15.87,Low,273.78,44.51,33.54,28.27,Low
Delhi,34.09,19051,35.46,Medium,247.41,79.31,39.02,31.86,Medium
Chennai,24.11,6774,10.97,Low,293.09,56.19,30.5,20.62,Low
Pune,35.89,18262,17.34,Medium,202.1,73.39,40.66,34.3,Medium
Pune,42.14,8871,32.1,Medium,180.54,57.88,44.9,38.99,High
Pune,27.63,13273,6.06,High,179.74,63.22,32.27,25.12,Low
Pune,32.07,22229,28.55,Low,146.61,67.75,35.05,28.36,Low
Pune,36.65,14408,33.57,Medium,167.17,80.09,43.15,32.73,Medium
Bangalore,41.26,8260,37.63,Low,208.85,50.56,44.26,38.81,High
Chennai,32.76,8145,35.67,Medium,283.24,59.94,37.65,30.0,Low
Pune,31.54,12802,16.18,Medium,198.97,46.5,37.7,28.3,Low
Chennai,25.16,7263,25.52,Low,264.28,43.79,28.52,23.2,Low
Bangalore,35.52,13155,7.71,Medium,265.69,70.23,37.97,33.84,Medium
Bangalore,45.21,5922,14.03,Medium,179.71,49.45,50.59,41.32,High
Chennai,36.39,11695,8.3,High,136.87,42.99,38.71,34.09,Medium
Mumbai,34.89,25672,16.03,Low,209.89,84.85,40.42,33.88,Medium
Delhi,36.61,10758,35.63,High,161.47,66.72,43.13,33.1,Medium
Mumbai,34.94,17576,17.15,High,70.36,46.73,38.92,32.15,Medium
Mumbai,30.93,29515,24.67,High,144.45,42.67,35.87,29.43,Low
Mumbai,39.12,24014,20.17,Medium,298.52,45.99,46.69,38.03,High
Pune,36.13,12816,21.06,High,62.13,63.57,40.96,34.25,Medium
Bangalore,35.09,12556,38.94,Medium,224.17,73.42,43.07,31.3,Medium
Mumbai,30.12,21225,15.37,Low,260.3,72.06,33.07,26.32,Low
Bangalore,41.52,10930,26.96,Medium,212.18,47.22,47.77,39.58,High
Chennai,38.32,16633,19.7,Medium,192.44,71.67,44.24,34.82,High
Delhi,32.24,28384,7.14,High,226.89,60.24,39.47,29.91,Low
Chennai,40.01,8512,22.13,Medium,157.34,63.24,42.56,37.05,High
Chennai,32.51,11066,33.47,Low,72.84,80.07,36.19,30.51,Low
Pune,31.09,18207,8.46,Medium,290.59,56.62,33.88,28.54,Low
Delhi,31.2,25106,7.44,High,158.08,47.35,38.8,29.32,Low
Chennai,26.14,19322,10.38,Low,216.35,83.67,30.7,24.96,Low
Chennai,37.36,27032,31.75,Medium,182.83,50.61,44.82,35.94,Medium
Delhi,25.84,7060,30.34,Medium,63.67,54.7,29.61,23.97,Low
Delhi,28.86,19013,24.78,Low,288.19,75.33,31.62,24.93,Low
Chennai,24.62,24418,21.39,Low,248.13,74.18,28.4,20.73,Low
Delhi,34.57,7387,36.09,Medium,87.27,80.02,40.15,31.09,Medium
Chennai,34.25,28392,31.83,High,295.41,49.19,41.32,32.55,Medium
Chennai,33.37,13031,33.42,Low,234.23,57.61,37.68,31.04,Medium
Pune,29.79,6799,33.46,Medium,168.08,46.29,37.28,27.47,Low
Mumbai,29.14,25791,27.5,Medium,202.84,67.05,32.6,26.98,Low
Chennai,37.32,7780,21.03,High,76.68,54.63,43.48,36.19,Medium
Bangalore,32.25,6127,35.26,High,190.1,74.45,38.66,29.64,Low
Mumbai,36.58,29914,37.41,Medium,68.42,40.02,40.23,35.36,Medium
Mumbai,30.57,12365,5.83,High,186.21,42.98,32.74,27.17,Low
Mumbai,35.91,19635,6.8,Low,188.17,61.63,40.1,32.83,Medium
Pune,41.52,12611,38.56,Medium,268.61,87.91,43.79,39.46,High
Chennai,37.93,17646,14.7,Medium,231.26,84.54,45.34,34.99,Medium
Pune,32.94,12535,35.57,Low,112.39,89.7,40.66,31.24,Low
Chennai,36.29,19504,18.61,Medium,272.11,60.84,42.7,34.49,Medium
Pune,33.8,14364,9.17,Low,193.31,42.33,40.16,31.85,Medium
Pune,35.04,7808,7.82,High,201.59,55.3,38.48,31.65,Medium
Bangalore,33.37,18055,10.48,Medium,92.25,73.79,35.82,31.74,Medium
Pune,34.18,9297,13.75,Medium,264.44,46.76,40.99,31.49,Medium
Delhi,36.06,16209,22.1,Low,282.74,55.0,41.42,34.46,Medium
Bangalore,30.03,25943,29.55,Low,243.75,42.81,36.12,28.18,Low
Pune,29.92,5448,39.52,High,285.19,63.75,36.6,28.21,Low
Mumbai,28.06,10008,20.45,Medium,125.57,50.45,32.51,25.12,Low
Delhi,27.0,26277,23.14,High,265.28,44.56,29.87,24.42,Low
Delhi,28.91,22177,23.26,Low,172.22,60.56,35.68,25.75,Low
Delhi,35.8,21820,23.88,Low,90.98,57.56,40.52,34.14,Medium
Bangalore,30.54,11012,23.12,Medium,217.2,66.88,37.5,29.51,Low
Pune,37.57,27253,5.31,Medium,221.03,77.45,42.19,34.53,Medium
Pune,35.17,6620,5.06,Low,121.73,45.63,38.48,33.83,Medium
Mumbai,25.16,18584,8.42,Medium,56.87,79.56,28.18,23.42,Low
Mumbai,38.27,25692,8.55,Medium,99.96,41.31,44.74,36.36,High
Delhi,39.05,5948,29.67,Low,149.94,62.16,44.5,35.81,High
Mumbai,30.03,25328,12.17,Medium,91.89,69.37,34.46,27.15,Low
Bangalore,37.1,14319,36.31,Medium,98.51,87.85,42.05,35.55,Medium
Pune,30.72,21575,37.5,Medium,147.85,68.7,36.02,27.92,Low
Delhi,35.49,17204,39.16,Medium,290.45,47.94,38.92,32.36,Medium
Mumbai,28.68,16952,37.87,Medium,241.06,65.88,32.95,26.51,Low
Bangalore,26.03,22787,14.52,Low,129.94,59.79,29.79,24.3,Low
Bangalore,33.09,23374,22.84,High,287.9,63.97,37.42,30.05,Medium
Mumbai,34.38,6104,11.14,High,211.41,49.85,39.38,31.55,Medium
Pune,33.01,5548,33.22,Medium,163.86,65.04,36.05,31.78,Medium
Mumbai,29.08,16640,36.1,Low,167.08,47.5,33.44,26.08,Low
Delhi,33.0,27145,34.8,Medium,152.69,77.2,37.31,30.53,Medium
Mumbai,36.35,12903,20.17,Medium,108.25,69.7,40.06,33.09,Medium
Bangalore,34.78,23168,31.55,High,146.66,43.93,42.77,33.2,Medium
Mumbai,35.91,15613,8.42,High,181.97,84.48,38.35,34.14,Medium
Pune,31.65,22188,6.41,High,182.01,70.82,37.51,29.02,Low
Chennai,40.86,13990,31.36,Low,240.43,55.81,43.91,38.41,High
Mumbai,29.12,16467,19.89,High,139.7,42.28,36.16,26.96,Low
Pune,37.44,28901,39.84,Medium,229.2,71.61,44.92,34.2,Medium
Pune,40.91,28215,8.4,High,194.52,58.67,45.32,38.22,High
Bangalore,37.4,28301,34.95,Medium,290.46,85.38,44.35,34.27,Medium
Pune,33.99,9238,21.8,Medium,146.32,41.74,37.49,32.53,Medium
Pune,32.36,24644,33.95,Medium,275.3,41.96,35.2,29.17,Low
Pune,40.18,9367,33.6,Low,255.16,87.46,44.08,37.8,High
Pune,27.89,10651,37.06,Medium,209.42,88.24,31.94,26.78,Low
Delhi,30.15,21204,15.42,High,213.63,41.39,34.53,28.45,Low
Delhi,33.01,24755,38.24,Low,71.16,75.8,37.25,31.93,Medium
Bangalore,41.19,7093,10.31,Low,287.56,51.07,45.66,38.82,High
Mumbai,36.9,9001,7.87,Low,76.73,75.07,43.16,34.92,Medium
Pune,30.16,27940,20.11,Medium,190.81,83.44,33.63,26.2,Low
Mumbai,33.45,12810,33.99,High,132.52,45.04,35.56,29.84,Medium
Mumbai,31.93,16272,21.57,Low,157.46,51.94,36.87,28.45,Low
Bangalore,31.45,9554,34.03,Low,202.55,41.2,36.14,28.95,Low
Pune,39.89,23901,30.54,High,277.21,42.19,42.25,36.47,High
Pune,28.14,13697,12.33,High,164.39,41.48,30.94,26.34,Low
Chennai,43.04,27189,38.21,Low,296.93,80.03,48.1,40.36,High
Mumbai,39.14,22480,7.13,Medium,198.2,54.91,42.55,36.96,High
Mumbai,40.45,17371,36.44,Medium,90.14,64.66,47.72,38.94,High
Delhi,32.69,14236,15.66,Medium,97.5,79.39,35.73,31.47,Low
Chennai,34.25,18769,22.51,Medium,229.03,64.75,36.37,31.58,Medium
Delhi,27.83,12061,19.78,High,62.6,61.46,32.52,26.54,Low
Delhi,32.38,23588,11.01,Low,170.09,40.58,40.29,29.22,Low
Delhi,37.47,8902,17.54,Low,87.05,68.4,43.27,33.7,Medium
Bangalore,41.48,6352,11.75,Medium,158.3,46.24,45.6,39.99,High
Bangalore,29.46,6596,12.14,Medium,237.48,78.23,31.57,27.05,Low
Delhi,33.17,13767,11.55,High,164.7,52.89,38.08,29.96,Medium
Chennai,34.24,28364,22.12,Medium,90.86,73.71,37.48,32.38,Medium
Mumbai,28.02,5679,32.93,Low,112.98,72.31,33.91,24.26,Low
Chennai,37.96,25096,24.91,Medium,141.88,70.83,43.45,34.29,Medium
Pune,31.38,17020,36.26,Medium,67.39,53.35,34.97,30.07,Low
Bangalore,34.02,17096,27.28,High,196.08,53.35,36.44,32.94,Medium
Mumbai,32.74,16385,29.13,Medium,201.88,83.15,39.27,28.81,Low
Mumbai,31.05,13509,28.37,Medium,65.54,40.64,36.57,27.18,Low
Pune,34.96,26685,20.73,Medium,150.58,49.08,42.02,32.7,Medium
Pune,33.92,10734,29.13,Medium,153.5,70.51,37.48,32.77,Medium
Delhi,33.14,20675,7.44,Medium,133.45,80.85,39.06,30.28,Medium
Bangalore,31.36,29365,35.09,Low,189.43,57.92,34.07,29.48,Low
Bangalore,36.6,27276,32.22,High,136.49,72.67,40.35,32.79,Medium
Chennai,43.27,25080,13.58,Medium,154.1,67.86,49.21,39.88,High
Delhi,35.7,17693,31.88,Medium,249.38,43.23,42.65,32.75,Medium
Delhi,39.98,28513,5.44,High,90.53,71.09,43.91,38.13,High
