State,Year,Population (millions),Annual Rainfall (mm),Agricultural Land (sq km),Industrial Water Usage (billion liters),Domestic Water Usage (billion liters),Groundwater Level (meters below surface),Reservoir Capacity (%),Total Water Consumption (billion liters),Water Shortage Risk
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Himachal Pradesh,2000,235.71,2638.5,117129.0,142.05,59.64,15.9,76.3,201.69,No
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Odisha,2016,200.1,715.4,150546.5,116.5,298.16,33.3,46.1,414.66,No
Uttar Pradesh,2003,113.08,1575.5,150704.3,52.9,129.43,34.6,71.2,182.33,No
Bihar,2000,70.99,2470.8,86900.6,128.24,3.61,33.2,60.8,131.85,No
Tamil Nadu,2006,82.05,2804.6,170695.7,350.32,2.67,37.4,51.3,352.99,No
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Nagaland,2000,81.05,1775.1,120889.1,392.95,270.05,15.5,22.2,663.0,No
Uttar Pradesh,2009,94.01,976.1,39022.4,294.89,23.46,10.1,12.6,318.35,No
Tamil Nadu,2006,174.46,3037.1,108754.0,290.04,269.14,44.4,93.6,559.18,No
Chhattisgarh,2008,162.96,3672.6,86372.3,57.52,32.65,34.2,27.9,90.17,No
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Jharkhand,2019,218.41,1992.9,75142.2,126.19,174.63,48.2,48.5,300.82,No
Maharashtra,2021,241.62,2213.5,122294.2,234.36,100.52,17.3,41.9,334.88,No
Nagaland,2001,16.05,532.8,65459.2,18.34,180.46,19.3,55.4,198.8,No
Tamil Nadu,2003,7.72,2712.2,143706.8,86.05,171.69,16.4,78.9,257.74,No
Manipur,2002,169.9,1904.4,61743.7,332.97,121.07,23.8,72.5,454.04,No
Chhattisgarh,2013,45.26,3245.6,143365.9,183.2,6.29,10.2,45.6,189.49,No
Assam,2019,45.81,3630.4,129722.8,269.02,214.97,17.1,92.3,483.99,No
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Jharkhand,2023,69.23,1268.4,65419.4,280.9,117.34,37.6,72.0,398.24,No
Andhra Pradesh,2025,223.4,503.9,160385.5,450.91,49.62,33.9,21.1,500.53,Yes
Gujarat,2009,245.14,2758.0,77042.6,317.54,234.84,6.4,69.0,552.38,No
Tripura,2024,207.54,3170.4,6727.8,392.72,126.65,31.2,62.6,519.37,No
Maharashtra,2012,160.35,584.1,79082.2,385.14,11.48,9.1,81.2,396.62,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Uttarakhand,2013,217.18,1211.3,131802.4,338.06,114.99,39.7,49.3,453.05,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Sikkim,2004,63.86,1968.3,19799.0,41.5,112.49,38.8,72.4,153.99,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Manipur,2023,96.78,1409.2,197700.3,482.84,57.78,14.3,83.8,540.62,No
Arunachal Pradesh,2004,126.74,2982.6,125388.3,320.3,286.46,30.2,43.4,606.76,No
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Haryana,2003,120.75,3190.4,138258.9,338.51,256.44,19.2,99.7,594.95,No
Tripura,2004,106.6,658.6,21424.6,385.78,243.76,17.8,58.3,629.54,No
Uttarakhand,2002,32.24,2514.7,29552.0,53.82,210.17,39.5,25.2,263.99,No
Gujarat,2022,64.28,910.4,197680.5,407.63,12.7,48.9,91.5,420.33,No
Mizoram,2002,70.2,832.7,28790.0,22.89,112.14,16.5,80.3,135.03,No
Nagaland,2018,39.32,3067.1,49072.3,408.2,2.43,38.2,53.5,410.63,No
Jharkhand,2015,151.17,3644.7,64175.4,420.04,58.74,35.2,88.3,478.78,No
Rajasthan,2023,156.14,3027.7,51371.5,375.92,171.7,17.6,66.2,547.62,No
Andhra Pradesh,2018,27.24,1010.0,112494.1,430.53,226.66,19.1,49.9,657.19,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Kerala,2012,222.45,1308.8,140175.5,413.17,3.89,20.4,90.6,417.06,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
West Bengal,2000,123.77,1094.3,39238.0,352.66,196.87,40.5,79.5,549.53,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Meghalaya,2014,144.59,1555.0,96682.8,64.24,170.99,9.5,75.0,235.23,No
Andhra Pradesh,2011,31.42,2950.5,13819.6,2.39,34.45,7.1,81.7,36.84,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Odisha,2000,155.48,2341.1,196645.7,159.65,248.94,9.3,14.8,408.59,No
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Tripura,2024,3.46,776.3,23645.3,110.58,63.04,31.2,66.9,173.62,No
Chhattisgarh,2019,77.22,3302.9,124721.2,282.49,220.06,24.8,69.0,502.55,No
Nagaland,2020,100.33,3523.8,123590.8,330.19,61.98,45.6,94.6,392.17,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Manipur,2011,249.66,623.2,101284.4,384.15,123.44,7.8,43.1,507.59,No
Tripura,2007,73.98,1700.3,43404.4,477.34,191.38,27.4,57.0,668.72,No
Telangana,2003,219.65,2138.2,185032.8,58.95,112.42,46.0,58.4,171.37,No
Gujarat,2008,182.91,1269.8,163430.1,454.39,243.1,14.4,54.3,697.49,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Kerala,2015,109.16,1520.1,72634.8,78.7,139.79,33.4,33.5,218.49,No
Nagaland,2025,167.45,505.4,25704.2,411.04,124.12,28.5,32.2,535.16,No
Maharashtra,2010,10.23,2944.3,182607.5,389.38,46.15,12.2,13.6,435.53,No
Punjab,2015,162.31,3049.4,119269.3,60.28,111.53,20.0,15.8,171.81,No
Uttarakhand,2013,225.18,3189.2,21362.6,115.15,200.92,22.2,11.7,316.07,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Uttar Pradesh,2014,100.81,3784.6,111912.4,127.37,299.29,7.5,69.9,426.66,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Madhya Pradesh,2006,41.54,3786.9,76678.6,128.57,187.24,40.6,92.7,315.81,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Assam,2021,13.97,3067.0,188067.0,6.86,28.9,20.4,52.9,35.76,No
Punjab,2019,154.82,1415.1,103464.4,477.99,126.49,40.1,98.4,604.48,No
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Meghalaya,2024,217.8,523.1,157041.7,231.09,252.38,14.7,91.5,483.47,No
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Punjab,2011,181.63,2634.5,140455.5,170.17,124.86,47.8,13.6,295.03,No
Rajasthan,2017,228.97,3522.1,97588.1,157.22,30.57,17.5,33.7,187.79,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Kerala,2020,4.86,2821.5,17755.8,232.31,205.73,29.1,74.1,438.04,No
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Chhattisgarh,2012,177.81,1528.5,14037.3,219.59,49.73,15.2,80.7,269.32,No
Himachal Pradesh,2009,3.98,706.6,185763.9,440.58,291.79,2.8,24.7,732.37,No
Rajasthan,2010,100.51,1579.4,151194.2,382.89,137.92,1.6,77.8,520.81,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Karnataka,2024,230.81,3152.1,42494.7,183.45,136.7,24.6,69.5,320.15,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Nagaland,2009,28.01,2543.6,107061.2,452.95,31.76,39.0,38.6,484.71,No
West Bengal,2007,63.72,3280.6,154800.0,164.56,32.81,19.4,86.4,197.37,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Manipur,2013,43.8,660.0,179350.5,21.0,206.02,10.9,89.8,227.02,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Punjab,2019,46.69,3274.7,73637.6,465.57,218.0,14.9,35.9,683.57,No
Meghalaya,2025,235.21,3059.0,22209.4,33.27,160.76,40.6,86.8,194.03,No
Arunachal Pradesh,2024,236.52,716.2,17568.3,190.6,1.52,34.6,20.3,192.12,No
Kerala,2006,212.21,3542.2,122964.5,265.47,157.7,38.8,59.4,423.17,No
Andhra Pradesh,2025,183.68,3018.2,92812.9,384.36,284.85,2.0,54.5,669.21,No
Telangana,2002,166.94,1050.9,186823.6,190.84,243.72,47.7,68.1,434.56,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Assam,2014,203.87,2827.7,163068.9,438.93,142.82,4.2,89.0,581.75,No
Manipur,2023,237.89,3803.2,186019.5,16.34,75.45,23.0,60.3,91.79,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Uttar Pradesh,2008,215.31,2515.3,159000.9,166.68,7.44,6.2,5.7,174.12,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Andhra Pradesh,2018,27.24,1010.0,112494.1,430.53,226.66,19.1,49.9,657.19,No
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Uttarakhand,2015,33.68,3737.0,107429.0,250.34,222.83,44.3,61.7,473.17,No
Maharashtra,2005,32.88,1732.1,13205.5,246.59,123.22,40.9,43.2,369.81,No
Rajasthan,2005,150.28,1788.7,29959.6,231.98,48.51,46.0,78.9,280.49,No
Nagaland,2002,84.19,2914.8,86844.1,210.33,239.5,30.4,17.9,449.83,No
Arunachal Pradesh,2003,206.69,2298.2,194723.4,85.88,219.23,11.4,85.6,305.11,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Nagaland,2004,217.54,816.6,52376.4,229.67,287.59,15.1,97.2,517.26,No
Uttarakhand,2002,136.42,3584.0,196782.9,360.58,223.91,31.8,29.4,584.49,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Manipur,2014,27.01,3387.6,95185.0,53.93,288.08,30.7,8.1,342.01,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Manipur,2025,202.3,948.8,23578.4,318.55,159.05,48.3,13.1,477.6,Yes
Rajasthan,2013,130.72,566.7,6810.9,471.94,3.16,19.8,55.3,475.1,No
Meghalaya,2010,6.77,1671.9,62911.2,143.58,230.74,19.4,20.1,374.32,No
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Karnataka,2019,206.95,3471.0,89502.8,369.56,11.73,6.6,53.6,381.29,No
Telangana,2004,151.08,1966.9,72907.2,462.36,93.28,18.4,29.3,555.64,No
Odisha,2015,3.31,3527.8,129584.4,201.8,187.94,23.9,55.3,389.74,No
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Meghalaya,2009,75.96,1160.5,9633.2,416.47,278.08,4.9,52.3,694.55,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Andhra Pradesh,2008,117.55,2971.5,37825.9,58.56,131.66,13.5,9.6,190.22,No
Bihar,2022,61.64,2271.0,138053.9,49.21,20.13,22.1,68.5,69.34,No
Bihar,2022,155.42,3174.9,29005.7,496.81,128.33,29.8,53.2,625.14,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Tamil Nadu,2010,93.48,3357.2,165918.6,19.53,187.54,38.9,71.3,207.07,No
Manipur,2008,96.89,1723.3,152234.5,380.95,53.0,12.8,56.3,433.95,No
Goa,2005,174.23,3168.2,32041.2,359.94,28.33,9.0,82.9,388.27,No
Gujarat,2022,160.45,2296.2,20254.5,1.11,79.66,8.7,78.1,80.77,No
Rajasthan,2013,209.59,798.2,9505.8,218.97,24.24,20.9,54.7,243.21,No
Bihar,2012,56.44,507.3,194298.4,78.34,8.97,44.0,39.8,87.31,No
Goa,2019,224.32,3662.0,30070.2,163.46,125.73,24.3,48.7,289.19,No
Meghalaya,2024,135.71,2153.6,186830.8,253.1,195.24,29.4,45.6,448.34,No
Odisha,2004,99.94,2279.7,187400.6,108.05,196.41,26.9,10.6,304.46,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Odisha,2001,156.02,2214.5,199864.6,308.17,245.56,25.8,20.6,553.73,No
Goa,2012,182.6,2314.1,20218.9,113.1,62.73,18.2,37.1,175.83,No
Andhra Pradesh,2015,123.71,3016.5,17884.8,417.31,190.65,44.5,68.8,607.96,No
Chhattisgarh,2007,29.32,3882.5,96505.7,35.38,163.5,43.2,10.4,198.88,No
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Madhya Pradesh,2006,216.27,2405.1,1204.5,42.3,182.41,3.0,12.2,224.71,No
Assam,2003,76.27,3306.2,181962.5,331.12,165.48,16.5,66.7,496.6,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Manipur,2018,164.97,3215.2,55026.6,72.75,44.07,10.3,40.9,116.82,No
Chhattisgarh,2024,81.56,3859.9,180451.3,64.34,126.88,20.6,93.2,191.22,No
Mizoram,2015,222.85,3780.4,14960.0,96.87,288.52,6.9,18.7,385.39,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
West Bengal,2004,128.63,2026.9,177631.8,17.91,135.1,15.4,47.5,153.01,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Himachal Pradesh,2005,113.12,1071.4,2225.4,103.96,172.57,9.7,8.9,276.53,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Odisha,2017,123.14,2059.4,1047.9,410.12,154.89,33.3,50.5,565.01,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Haryana,2007,165.05,1448.4,71549.7,290.27,174.43,41.4,29.1,464.7,No
Maharashtra,2022,94.83,1730.0,193494.7,210.21,94.55,48.6,29.8,304.76,No
Karnataka,2013,182.56,1752.7,76134.4,177.85,51.14,11.7,66.7,228.99,No
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Uttar Pradesh,2015,57.42,953.2,11349.1,424.25,287.99,28.8,25.0,712.24,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Odisha,2023,59.24,867.6,70345.4,462.15,153.04,32.9,5.2,615.19,Yes
Punjab,2016,63.93,703.5,84816.0,378.54,174.51,10.9,18.1,553.05,No
Uttar Pradesh,2000,26.19,1978.3,25375.7,361.92,73.69,2.9,84.4,435.61,No
Chhattisgarh,2019,107.91,2394.2,154145.6,232.67,22.84,12.8,83.0,255.51,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Himachal Pradesh,2000,177.23,2824.2,199934.5,465.1,131.25,38.4,66.5,596.35,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Meghalaya,2017,198.25,1994.9,67695.5,97.8,185.13,44.7,37.1,282.93,No
Mizoram,2012,123.16,597.9,85997.4,54.67,102.18,44.2,39.3,156.85,No
Mizoram,2014,236.73,3165.3,13415.5,446.16,141.31,11.0,12.3,587.47,No
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Kerala,2015,109.16,1520.1,72634.8,78.7,139.79,33.4,33.5,218.49,No
Haryana,2022,38.71,3684.2,114691.3,225.13,93.28,22.6,56.2,318.41,No
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Sikkim,2022,117.74,1359.5,97905.7,91.63,144.02,23.6,40.5,235.65,No
Himachal Pradesh,2020,41.69,2835.3,121703.9,285.25,288.02,7.0,14.6,573.27,No
Mizoram,2013,126.97,684.6,182039.7,217.69,215.12,10.9,81.4,432.81,No
Goa,2025,25.66,960.3,102895.9,241.57,119.89,32.9,87.6,361.46,No
Odisha,2011,207.73,2636.3,2513.1,11.15,176.31,15.7,72.8,187.46,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Nagaland,2024,125.15,3202.7,185753.8,351.64,7.27,38.5,60.0,358.91,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Karnataka,2009,197.06,1317.9,84590.0,498.51,176.08,5.0,48.0,674.59,No
Madhya Pradesh,2004,55.48,1857.4,171599.9,231.91,264.9,9.5,67.6,496.81,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Gujarat,2012,27.31,1758.4,94896.6,214.96,189.39,13.6,8.3,404.35,No
Andhra Pradesh,2008,80.77,2015.0,80685.8,82.85,264.57,31.4,66.0,347.42,No
Jharkhand,2014,61.87,1561.4,34379.2,370.63,205.37,31.3,64.3,576.0,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Nagaland,2021,21.96,1615.8,162341.8,183.82,197.72,41.1,56.7,381.54,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Sikkim,2017,159.92,2300.6,39524.1,339.94,207.61,31.1,45.8,547.55,No
Odisha,2024,113.29,2838.8,116582.1,194.55,172.72,19.0,81.3,367.27,No
Nagaland,2000,81.05,1775.1,120889.1,392.95,270.05,15.5,22.2,663.0,No
Tripura,2021,106.25,1755.7,4065.8,320.17,289.85,27.1,44.3,610.02,No
Karnataka,2002,101.5,884.3,196750.6,119.72,64.05,45.9,51.7,183.77,No
West Bengal,2023,99.96,2527.9,20221.6,323.76,254.74,36.3,66.7,578.5,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Nagaland,2018,229.65,721.4,83963.3,70.32,134.23,25.0,23.8,204.55,No
Telangana,2022,167.64,3091.7,117179.4,417.93,237.43,23.9,28.1,655.36,No
Madhya Pradesh,2004,150.23,2586.1,62093.1,123.8,40.13,3.0,76.5,163.93,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Rajasthan,2000,136.74,3418.6,83290.5,191.42,121.3,34.0,52.1,312.72,No
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Jharkhand,2021,101.62,3795.2,152800.6,274.26,174.14,48.7,88.3,448.4,No
Assam,2001,93.83,520.1,132662.1,158.81,216.34,9.7,58.9,375.15,No
Rajasthan,2019,113.26,2757.3,113257.7,323.04,192.21,40.9,38.8,515.25,No
Maharashtra,2014,20.29,3245.1,11415.6,291.19,255.86,20.9,60.3,547.05,No
Himachal Pradesh,2014,60.27,3638.1,5049.2,407.84,234.78,15.2,46.1,642.62,No
Bihar,2023,37.44,2303.5,93616.2,323.82,146.73,31.3,92.2,470.55,No
Telangana,2021,162.39,2246.8,196194.8,406.68,194.88,29.8,61.9,601.56,No
Assam,2001,161.26,3208.1,25894.6,293.11,129.85,46.0,53.4,422.96,No
Andhra Pradesh,2025,223.4,503.9,160385.5,450.91,49.62,33.9,21.1,500.53,Yes
Tamil Nadu,2010,55.68,3362.1,109181.5,352.46,19.47,30.5,58.3,371.93,No
Mizoram,2003,92.86,1034.9,39830.5,455.06,184.1,19.8,66.3,639.16,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Chhattisgarh,2014,233.0,1367.2,50084.5,408.6,182.61,38.5,58.9,591.21,No
Himachal Pradesh,2014,245.54,542.0,172184.5,52.32,51.27,22.0,5.7,103.59,No
Telangana,2019,243.88,3503.0,82393.7,271.68,118.9,40.6,62.4,390.58,No
West Bengal,2009,199.9,2149.7,12535.3,9.63,92.2,38.4,36.4,101.83,No
Jharkhand,2006,88.28,3056.4,166304.6,484.3,94.14,7.0,18.0,578.44,No
Telangana,2014,65.07,2399.7,101118.5,389.43,112.37,40.3,66.5,501.8,No
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Haryana,2022,118.41,3669.1,189409.1,76.49,162.47,28.3,10.7,238.96,No
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Punjab,2018,246.83,3916.8,180901.7,409.06,263.75,30.4,97.9,672.81,No
Himachal Pradesh,2019,247.63,2223.1,154901.6,45.58,200.57,19.1,36.9,246.15,No
Jharkhand,2009,221.64,2792.5,180627.1,159.51,120.24,32.6,31.1,279.75,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Mizoram,2016,30.34,1332.2,73611.8,198.44,227.93,29.0,64.2,426.37,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Odisha,2020,222.0,1325.1,123453.6,375.2,214.04,13.6,85.0,589.24,No
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Meghalaya,2016,242.72,573.8,168303.7,465.03,98.42,10.9,24.4,563.45,No
Manipur,2000,91.34,2986.6,126135.0,409.18,153.39,25.5,22.4,562.57,No
Assam,2003,124.04,3759.9,4701.0,23.48,217.89,16.9,56.1,241.37,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Madhya Pradesh,2016,105.72,2757.0,128476.5,391.44,86.15,29.5,69.8,477.59,No
Tamil Nadu,2008,2.28,3085.0,147035.0,300.68,287.77,39.1,16.8,588.45,No
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
West Bengal,2023,104.9,560.6,111786.4,246.87,254.23,34.4,83.7,501.1,No
Nagaland,2011,249.7,2092.6,182317.5,298.39,148.34,45.9,61.1,446.73,No
Madhya Pradesh,2025,5.63,1748.7,167287.3,211.78,96.76,11.0,17.7,308.54,No
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Goa,2006,215.18,3395.5,192666.6,198.82,76.8,32.6,14.6,275.62,No
Kerala,2022,224.2,1068.6,188958.8,458.8,153.08,33.5,60.6,611.88,No
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
